"cust_id","mg_acc","cust_age","cust_gender","cust_income","cust_cr_score"
6622815,287699,30,"male",58600,893
6671284,542045,40,"female",59300,399
6376205,641863,32,"male",65400,723
316240,35632,41,"male",50300,646
4413186,835628,44,"male",124100,657
385803,664820,47,"male",106800,751
9197772,955032,25,"male",52800,684
999609,955080,37,"male",53600,530
2987685,692231,50,"male",84000,692
60613,462866,51,"male",62900,895
2782408,462866,48,"female",49400,804
6461253,880920,42,"male",85000,756
2359593,535964,50,"male",45600,671
5491967,535964,47,"female",61400,627
583667,391577,54,"male",74000,650
1758830,819323,64,"male",154100,863
5240812,435284,50,"male",48400,867
6697355,435284,49,"male",49200,807
6251296,784705,54,"male",109700,602
4476673,784705,50,"female",77500,619
3714865,542163,48,"male",56100,775
1517940,542163,39,"female",57600,689
7434656,542163,60,"female",42200,690
6601243,273255,41,"male",68200,624
5397539,604813,32,"male",71500,717
135028,27688,40,"male",51300,806
9518897,638292,40,"male",53000,746
577731,21747,50,"male",97000,759
9638361,552043,38,"female",74900,551
8796885,799648,51,"male",59800,720
7361997,691527,30,"male",112700,776
9734980,674010,43,"male",53100,599
123731,588050,28,"male",76000,719
4991188,662729,41,"female",51900,814
5141145,662729,31,"male",37900,760
8468141,741732,43,"male",65400,704
7127949,417456,54,"male",45200,743
1223127,417456,52,"male",57500,736
4497218,4811,47,"male",69200,808
2486788,4811,37,"female",47400,659
674933,848349,48,"male",78400,733
8135278,341294,35,"female",62300,574
3536389,331335,46,"male",57500,779
3010903,425749,26,"male",66800,682
8341686,783074,31,"female",67700,516
5999674,176411,33,"male",72900,548
5912965,917838,44,"male",139000,856
3529631,759610,50,"female",60600,711
46937,759610,47,"male",83200,829
5030250,166914,46,"male",57500,770
3467537,166914,41,"female",54700,751
778957,915781,45,"male",66200,830
5914695,814835,41,"female",144200,674
4333393,954362,39,"female",55500,694
3360196,954362,35,"female",61800,617
6582162,169343,39,"male",65200,605
9725772,98856,48,"male",86700,783
3023616,28459,50,"male",71200,877
6364369,28459,40,"male",105200,760
6226617,413079,39,"female",61600,524
3329496,885752,40,"male",66200,465
8843812,508941,36,"male",67400,840
5902822,508941,30,"female",95400,731
4314661,292342,36,"male",46700,770
4334916,292342,34,"female",64700,690
6199498,145527,34,"male",68000,750
9520777,553626,53,"female",74000,895
3566391,553626,48,"male",75300,796
5223966,787617,47,"female",60200,640
4695254,28940,40,"male",66600,793
2848241,28940,35,"male",47900,675
1099744,509046,50,"male",60500,889
4566200,509046,43,"male",33200,878
8969448,509046,61,"male",34700,887
9590502,554649,41,"male",59600,667
5117475,683027,47,"male",70500,722
8018263,78657,54,"male",56000,657
820361,78657,53,"female",101500,586
8427754,214984,52,"female",75000,639
153936,400587,64,"male",145600,678
8551695,930394,39,"female",70800,686
4901273,895857,42,"male",78900,627
5763459,658691,33,"male",62000,606
9998849,324606,41,"male",59200,763
9192198,324606,40,"female",52300,538
2713363,448177,27,"male",58800,512
2290225,701417,29,"male",55900,728
9112433,884759,48,"male",59200,861
7235346,884759,43,"female",91600,600
5306199,384680,51,"male",87700,700
5021795,45056,42,"male",58400,843
3207774,8063,60,"male",62500,622
1011153,95107,48,"female",64300,705
5308634,4761,46,"male",97300,676
1591801,196090,32,"male",76000,643
5652823,416822,32,"male",54300,636
8763352,897428,35,"male",43200,642
6553414,897428,32,"female",69500,658
6535644,993446,30,"male",65800,801
3090054,307832,36,"male",83400,706
9683926,345521,37,"female",58200,632
8572340,345521,33,"male",52600,664
1307728,552879,42,"male",54800,423
5536293,446226,50,"male",102400,671
1920685,178561,49,"male",129300,723
7238358,605214,43,"male",57100,861
4835298,605214,38,"female",126000,728
5050802,633477,51,"male",92000,605
2343499,680997,48,"male",50400,885
5750556,340909,50,"male",50700,619
1130603,340909,48,"female",52700,569
5046124,25371,46,"female",63800,765
1670307,25371,41,"male",44100,864
4482541,774687,27,"male",68900,622
502919,752598,58,"male",52800,810
4763994,752598,53,"female",54800,668
297115,844864,35,"female",79100,546
1725702,948717,34,"female",69900,650
9789706,581661,54,"male",58600,723
7043033,581661,44,"female",49800,770
3515215,321390,48,"male",57800,809
6291069,960191,29,"female",44400,713
9508172,960191,26,"female",63800,551
8939603,997964,43,"male",76300,825
4348595,813106,30,"male",59600,578
4585415,295257,27,"male",61700,775
8976729,295257,22,"female",45100,691
5763608,785481,62,"male",45900,533
9671112,785481,57,"female",36000,704
1720336,27604,29,"male",58300,775
2273088,753660,44,"male",51000,731
8730682,686723,36,"male",84700,770
2284369,290018,40,"male",72600,800
8527215,252254,30,"male",71400,663
4838404,127960,51,"male",71400,595
7454895,67977,40,"female",50500,598
7097763,126102,61,"male",62200,761
4952027,126102,59,"female",88400,694
9765900,601553,55,"male",65100,717
6901783,601553,47,"female",44600,581
6430987,291486,34,"male",63700,630
5122647,851441,48,"male",65600,829
4099838,939708,40,"female",77800,825
3805084,936737,49,"male",63500,550
5749054,597162,45,"male",83100,584
7774970,597162,36,"female",131200,756
5889803,733641,40,"male",67400,833
6047218,244709,45,"female",53800,645
3831708,918257,50,"male",57100,814
9489446,918257,45,"female",59300,531
4537320,89504,36,"male",189600,830
4414306,636496,44,"female",109300,676
8101638,636496,39,"male",96300,809
6306392,788487,56,"male",69600,791
7817658,788487,50,"female",88000,675
1211258,760573,57,"male",72600,755
8401728,821935,31,"male",58300,563
3546243,575150,47,"male",58300,835
8680695,917422,36,"male",81600,613
2284356,931171,50,"male",75700,749
6239744,44882,38,"female",70700,447
3787376,867963,41,"female",68900,688
5784777,142972,34,"male",72300,727
1466144,215173,44,"male",51900,688
8657509,215173,40,"female",37900,721
8040357,210639,58,"female",88300,794
5921496,711337,39,"male",49200,732
1098514,711337,36,"female",83400,800
2974490,174744,37,"male",72500,532
2364840,847215,29,"male",55200,568
4237279,364187,46,"female",131800,730
7069270,677393,30,"male",51800,836
1611389,332777,60,"male",81600,765
6093513,15528,40,"female",64100,662
8526958,396803,35,"male",79700,805
6491021,268505,35,"male",79200,842
2704035,803717,26,"male",52400,654
8925130,803717,19,"female",64100,855
1224236,521233,31,"male",55500,611
2987665,560071,55,"male",99300,722
4961366,171331,27,"male",66100,721
3384897,408339,26,"male",97900,655
2937787,614222,32,"male",66100,671
3326872,725572,53,"female",65100,784
6193428,725572,44,"male",52600,833
3196720,94498,45,"male",71500,650
5814869,224914,46,"female",55300,772
9008425,224914,37,"female",58400,710
6769825,504564,30,"male",66300,551
6424464,942101,30,"male",67300,726
499152,874629,48,"male",46900,738
5399089,874629,40,"female",130600,818
5605629,748349,46,"male",87500,724
1281306,662889,43,"male",94600,726
6242535,978542,61,"female",99200,704
8175384,496563,54,"male",53900,490
3891049,632193,29,"male",70000,588
7166510,319045,25,"male",44200,626
9292408,319045,21,"female",62400,706
8885573,377734,50,"male",63600,733
5846077,377734,45,"female",48100,656
6481345,463894,31,"male",57900,667
6883076,193885,34,"male",55100,582
9966416,105145,39,"male",67200,538
421629,488541,55,"male",80800,776
8852172,18293,44,"female",74800,591
314752,610642,28,"male",57400,744
354236,610642,26,"female",42900,546
1540431,610642,57,"female",22000,547
5027039,967600,46,"male",98200,689
5751689,649725,51,"male",55600,710
5446504,649725,43,"female",139500,589
4948444,139251,62,"male",78300,835
6817719,139251,53,"female",79600,662
3447812,73405,51,"male",70700,861
7204944,73405,45,"female",111500,760
6371869,300617,64,"female",82100,708
319990,300617,61,"male",56200,653
9429430,41640,34,"male",45600,743
454061,41640,26,"female",44800,612
1363433,41640,46,"male",54300,773
3562007,658361,43,"female",87200,739
5298120,55559,44,"male",49000,856
8507663,55559,40,"female",54100,447
5926359,131190,28,"female",78100,654
3030844,534454,48,"male",69800,711
8443936,534454,45,"female",61000,721
7843289,534454,59,"male",44000,868
3795174,400679,36,"male",143200,882
1716057,748877,41,"male",118200,761
3830855,701978,46,"male",59900,868
7635238,381694,52,"male",54400,772
851432,381694,51,"female",55600,659
4429473,191782,58,"female",93200,524
1229985,336433,37,"male",90500,706
4614883,105620,25,"female",62100,618
5721434,470278,33,"male",89800,722
5360437,277370,44,"female",55000,697
6837791,277370,42,"female",110800,686
26771,185898,47,"male",98300,646
4650962,524384,44,"female",46300,578
1674896,524384,36,"male",74600,754
3700184,442465,53,"male",45300,723
7252104,442465,50,"female",58400,585
5174274,917518,39,"male",77700,673
1253294,688492,55,"female",72400,558
2158662,695515,35,"male",88000,753
4498571,28006,51,"male",82900,724
6395423,681858,57,"female",69500,767
1801444,681858,53,"male",59100,876
4617291,935391,59,"male",48600,775
5125648,935391,54,"female",37900,618
5035156,935391,73,"female",13500,695
5727678,136397,58,"male",87500,648
4816050,27246,51,"male",93900,739
5351015,971285,45,"male",210600,709
5626065,804937,48,"female",51700,658
9651905,804937,46,"female",97300,706
2201976,34527,26,"male",98200,766
1561641,442622,43,"male",51600,802
8548083,442622,36,"female",59500,654
3171684,191190,41,"male",47500,808
4166625,191190,35,"female",33900,695
5752355,12189,31,"male",63400,609
8995779,237845,46,"male",60700,741
7045174,237845,44,"female",69100,824
4139916,9797,57,"female",54700,853
3411370,9797,51,"female",88700,579
1490780,932430,29,"male",72800,587
5549982,582236,32,"male",72300,711
7795179,366599,52,"male",55100,788
8335540,366599,48,"female",81900,523
1823023,50057,27,"female",54200,551
8835469,27183,54,"female",74900,808
6998223,27183,46,"male",56700,657
8754670,978520,44,"male",56700,689
4049196,612165,65,"male",96000,722
3570886,133652,40,"male",100900,845
4916234,133652,37,"female",117600,757
4198374,304992,41,"male",54500,689
6928142,304992,38,"male",53100,753
6074106,634592,34,"male",73400,745
888596,42590,44,"female",113500,686
8947725,42590,38,"male",92400,582
7196947,676816,45,"female",41500,669
7529155,676816,37,"female",149500,639
1723193,453005,38,"female",55000,547
266395,727232,58,"male",46300,765
9943584,727232,53,"female",95200,613
9023509,779775,45,"male",53100,526
9568072,888099,51,"male",60500,553
5387091,97929,26,"female",50500,437
1253297,782843,50,"male",56200,730
8264260,782843,42,"female",75600,752
5222396,933022,51,"male",87000,758
5213847,604649,45,"female",48200,611
9814314,604649,39,"female",63400,630
4121188,303917,47,"male",81600,822
4616840,103231,48,"male",50900,727
2686037,103231,41,"female",71500,686
5409979,436807,53,"male",158000,896
7378606,157385,31,"male",76800,705
987445,920085,35,"male",76200,782
6726442,196350,42,"female",76300,887
4026310,196350,37,"female",55400,722
6544043,954883,63,"male",89600,759
8568973,688837,30,"male",66500,535
224339,976599,36,"male",49000,762
5675013,976599,29,"female",52900,521
2326405,392760,31,"male",53500,801
421647,392760,23,"female",34400,466
3994035,392760,43,"male",27700,834
4155532,357880,47,"male",98600,866
3559567,565268,40,"male",78700,714
5427040,539317,43,"male",64800,752
9571735,539317,37,"female",47200,687
9477459,260321,26,"male",66400,583
3083844,963578,45,"male",40600,670
5992568,963578,38,"female",41400,475
2293971,942984,50,"female",78500,581
1668031,942984,47,"male",70800,897
8190293,420660,47,"female",80800,609
8055119,420660,43,"female",70000,616
37546,958464,60,"male",89300,664
8043655,575291,37,"male",56300,797
9464958,575291,29,"female",53400,719
3016836,430054,52,"male",98000,736
1077840,629387,37,"male",42400,795
7617418,629387,33,"male",44000,724
6371240,629387,48,"male",30600,688
1615713,613620,50,"male",69900,732
2640145,8119,52,"female",58600,585
3166504,8119,42,"male",57900,831
1824177,988349,47,"male",71700,852
3881409,988349,45,"female",110800,723
4998930,976726,40,"male",93900,790
5741666,41727,47,"female",75500,489
3512276,57706,37,"male",57600,628
7175384,84800,43,"male",66300,788
5483757,821515,36,"male",71800,728
9583524,21010,34,"male",59500,751
9962699,586506,50,"male",82500,702
5506395,959242,46,"male",46500,755
6047423,959242,44,"female",128600,485
7024977,87178,33,"male",67000,796
2390700,353502,31,"female",52900,599
4908092,968860,26,"male",58200,584
4927231,735978,48,"female",84100,857
2489273,960357,49,"female",73900,614
2874447,873591,28,"male",93800,850
2762308,873591,27,"female",74500,751
3574857,810874,51,"male",68000,893
5655053,810874,47,"female",54500,599
2726088,851522,42,"male",94900,899
3020739,309127,37,"female",88100,780
1598881,225808,35,"female",54300,597
1868121,4135,40,"male",51000,754
541645,4135,35,"female",133300,722
7326329,354639,25,"male",51000,699
5215194,354639,22,"female",84200,623
8300405,975154,35,"female",58000,506
8440868,487376,41,"male",57600,561
8493275,347196,63,"male",40700,792
1940629,347196,54,"female",70400,654
2233771,597336,58,"male",59000,889
5003242,392116,26,"female",54200,386
6711781,75250,62,"male",138400,860
956559,262366,31,"female",54700,465
5323888,852419,44,"female",54300,438
8000494,385386,33,"female",44300,658
623264,385386,25,"female",68100,535
4887836,926225,35,"male",108700,654
1191796,888075,49,"female",102000,702
1889489,888075,46,"male",78900,779
422767,951203,49,"male",97900,652
3306621,654638,41,"female",62200,581
7134634,459398,57,"male",43100,798
6592081,459398,52,"female",65300,665
8398717,367457,45,"male",82500,773
1781061,706046,34,"male",91700,740
1603006,284636,52,"male",43600,858
1379843,284636,50,"female",97900,707
255103,73574,43,"male",60900,673
6646289,73574,33,"female",60500,717
4553652,895285,56,"female",98200,779
3048856,895285,49,"male",114600,811
5644288,355829,42,"male",81900,869
5398129,850684,61,"male",60300,697
409393,850684,56,"male",109400,666
1666818,51160,50,"female",81400,686
6605989,51160,41,"female",25900,542
2251481,51160,63,"male",22600,652
3801377,51160,64,"male",56200,819
6463185,670793,40,"female",60000,821
595900,670793,33,"female",46800,717
1310946,597781,32,"female",50300,691
2981234,597781,24,"male",51700,623
2858547,907251,40,"male",113800,664
8593022,720872,45,"male",54300,653
8462930,398911,53,"male",132100,674
1029680,398911,50,"female",121200,784
7398838,803078,45,"male",93000,718
7240779,989376,62,"male",46100,657
1600969,989376,55,"male",20300,705
1783636,989376,73,"male",20200,731
8920109,989376,76,"male",16000,718
4223068,201169,38,"male",55800,731
8300584,179579,43,"male",55500,872
462401,179579,41,"female",84600,765
609966,603216,36,"male",57800,813
6120892,603216,35,"female",80100,849
3585007,975988,39,"male",41300,795
888478,975988,32,"male",64900,599
8495485,250508,31,"male",64400,690
7766197,129159,46,"male",47900,749
7009412,129159,41,"female",66200,743
5000502,792378,42,"female",60200,717
3656726,792378,36,"male",103000,774
3031164,280398,39,"male",56800,630
2919146,280398,35,"female",39400,654
420236,194644,35,"female",60000,625
6581161,722480,43,"male",53300,672
1020940,987739,26,"female",67700,599
199730,330542,43,"male",64000,690
6109851,887537,38,"female",51900,638
9452775,614628,59,"female",68300,621
1361445,614628,57,"male",135100,688
8970983,619712,48,"male",45800,848
4570934,619712,39,"male",65400,801
4167698,169272,49,"female",52800,713
8303421,169272,39,"male",59300,842
7614193,190760,57,"male",54200,764
4555995,190760,49,"female",131600,584
3802331,712820,61,"male",87700,726
4291945,712820,51,"male",93100,666
1631251,360824,54,"female",41000,677
5741806,360824,48,"male",61500,822
5185106,91057,42,"male",52500,692
6662174,91057,41,"female",111100,698
647785,743938,48,"female",43100,499
9610023,743938,39,"male",62500,838
1246898,908813,42,"male",73200,736
5338907,335627,29,"male",77900,828
2414033,335627,23,"female",64400,734
7332277,443435,41,"male",70400,739
5035912,805470,35,"female",88300,577
1702182,805470,34,"male",72200,777
886719,841658,42,"male",132900,793
6611946,422584,43,"male",77700,812
7545350,320564,49,"male",109500,732
9033715,748495,57,"female",55400,720
3448467,748495,56,"female",74200,738
9011792,412263,38,"male",93600,696
2692180,503608,35,"male",72700,756
9095243,951132,52,"female",124000,749
7549289,882030,46,"male",46100,817
3727841,882030,42,"female",77600,683
8838883,9863,33,"male",69100,619
9712832,285104,28,"male",90100,748
5319906,29484,41,"male",78500,772
9141516,29484,34,"female",46000,757
5149614,29484,51,"female",29300,629
6651916,29484,53,"male",77900,795
5586968,5408,30,"male",64700,773
5168147,179034,35,"female",54900,639
621055,885601,43,"male",44700,659
2226820,885601,37,"female",32400,495
2310358,885601,55,"male",38800,848
7195765,50887,41,"male",93700,744
4893985,5108,53,"male",42200,789
4414628,5108,44,"female",30800,771
4309255,5108,64,"female",31500,528
5925191,563071,31,"male",69100,735
2582367,627626,39,"male",50100,666
6226622,627626,31,"female",74200,610
4474894,55042,40,"male",57900,603
2723449,123795,28,"female",40200,492
3206163,123795,24,"female",43900,565
3120594,786483,32,"male",72600,767
2808785,304815,41,"male",54200,822
6713593,312470,39,"male",93700,726
5133993,125709,38,"male",72700,711
5018667,84648,56,"male",119200,544
8681873,695150,42,"male",69600,662
5201614,147310,59,"female",51500,626
4322788,147310,53,"female",99300,745
3239492,530297,52,"male",45700,747
747037,530297,43,"female",41300,396
6523803,724338,50,"female",48100,673
4446103,724338,42,"female",123200,749
8160528,445356,29,"male",71200,730
4419435,665710,27,"male",94200,685
1320520,357438,61,"female",57900,593
4001673,357438,58,"female",52800,848
6672081,586043,53,"male",63900,663
96586,586043,45,"male",49400,553
7157240,310166,44,"female",93000,825
295174,310166,36,"female",76000,618
3613833,310166,58,"female",24500,577
6266914,529033,55,"female",60500,722
9852565,529033,54,"male",151900,674
7603377,187943,29,"female",59300,748
5013526,335774,40,"male",112700,872
2073446,767436,40,"male",68600,795
4503729,715969,33,"male",77600,684
6123491,98445,52,"female",81700,515
4648268,821282,33,"female",54800,751
1001137,953015,42,"male",119400,772
4181320,519065,54,"male",46800,851
5944140,519065,51,"female",78700,837
5722045,821640,58,"female",56300,574
8125634,821640,56,"male",99600,687
7504033,574940,30,"male",80900,710
7063079,924419,47,"male",48400,749
2721744,924419,44,"female",36900,742
1654820,924419,59,"male",24300,869
3353015,526491,43,"female",58500,636
600714,721121,36,"male",88000,622
5137657,684930,43,"male",79500,855
3101587,684930,34,"female",69100,606
6731428,591073,41,"male",85400,794
9143698,642684,33,"male",98700,803
2491340,765988,34,"female",73200,578
2188074,191450,41,"male",57900,721
2277943,222523,43,"male",55900,443
7145265,589496,32,"male",61900,553
6741386,589496,24,"female",44700,553
7133138,856752,34,"male",71400,687
6900137,607116,47,"male",99400,712
2225701,969509,35,"male",74100,704
9779365,969509,25,"female",90100,628
9858310,594288,53,"male",90600,764
6568323,98227,26,"female",76300,816
9342025,744756,35,"male",62300,731
3175306,502263,34,"male",57300,743
2049295,502263,25,"female",42100,695
6277307,502263,45,"female",34900,550
1520043,905360,57,"male",49100,691
8369386,905360,52,"female",63200,638
9865294,146497,47,"male",180800,779
5997334,321827,50,"male",40800,884
7875718,321827,40,"female",73600,760
3041566,274146,28,"male",55100,645
7195758,773183,37,"male",59000,641
7875541,623147,38,"male",43400,669
3362,623147,34,"female",39300,685
9671869,290739,47,"male",49100,661
6874435,290739,42,"female",45100,499
9977862,187272,50,"female",94600,451
3642523,674058,59,"male",62000,812
5345394,674058,55,"female",113100,674
4914835,578824,31,"female",65500,462
3641824,144968,31,"male",54400,733
2334564,859449,46,"male",54500,812
4036013,356876,26,"male",56500,769
6219413,356876,21,"female",66300,657
1073905,618352,59,"male",99900,753
3619282,92945,46,"female",83400,692
7697362,92945,40,"female",83500,569
6246356,736492,56,"male",130300,613
9871884,131005,37,"male",91600,807
2594807,532455,52,"female",49900,665
4499487,532455,49,"male",101900,796
6264761,809155,51,"male",77800,874
7925926,809155,43,"female",58800,651
2981690,809155,64,"female",28000,656
5567042,119917,32,"female",63600,493
1006997,289832,56,"male",85600,670
1266525,794810,54,"female",40700,599
8951394,794810,48,"female",114000,753
5463629,457939,31,"female",69200,689
9706500,681764,51,"female",54000,754
3294112,681764,41,"female",47600,779
9195613,742585,44,"female",81100,693
2293817,742585,35,"male",71500,853
9261124,843703,51,"female",140400,898
2354949,972956,37,"female",96300,689
598679,737769,30,"female",69300,617
1608487,593789,38,"male",67700,484
4830201,53265,49,"female",95500,659
7875235,548804,43,"female",48500,820
9459738,548804,36,"female",166000,650
9275975,764838,33,"female",78600,597
8472395,900437,34,"male",72300,608
8419063,548128,48,"male",67800,697
5500441,444122,59,"male",58700,683
242504,444122,58,"male",125300,691
7247090,868898,33,"male",76000,755
7110951,159147,47,"male",40200,835
23228,159147,46,"female",20000,676
4427689,159147,57,"female",20100,745
9460012,159147,59,"female",20200,615
9235474,782920,42,"male",52600,827
5115659,782920,35,"male",76900,761
4252694,286655,57,"male",58200,684
4723509,752747,29,"female",50800,629
4918722,37711,45,"male",66000,577
7485340,440072,40,"male",67100,691
1570681,579915,50,"male",73400,714
6506153,579915,46,"female",74700,665
1825092,579915,65,"male",73800,716
1493063,342262,44,"male",54100,781
7744216,475584,41,"male",49300,779
6208416,475584,39,"female",43400,652
9258270,941363,37,"male",97900,756
4009869,799487,34,"female",61300,653
8235457,799487,29,"male",52100,659
284041,742962,31,"male",63200,896
7547015,742962,27,"female",47000,777
6072750,527004,55,"male",46500,786
32862,527004,45,"female",60900,431
5335641,296228,54,"male",70000,774
1694251,233534,40,"male",41000,737
3903722,233534,36,"female",83100,803
6438872,455642,48,"male",75100,881
8145812,455642,42,"female",79100,673
8677981,718006,56,"male",82400,768
7586686,154707,38,"male",79000,642
4088114,394486,38,"female",77600,578
6116131,651548,46,"female",59600,507
9692772,42066,56,"male",50000,850
5226389,42066,48,"female",79600,535
1364694,363763,34,"male",69200,826
4481761,363763,26,"male",46600,851
4923792,294932,38,"male",87900,596
748306,300794,32,"male",90900,700
6433486,810321,63,"male",71000,760
1516515,810321,59,"female",61800,585
2845747,706962,41,"female",46900,536
7472411,706962,39,"male",47400,809
1632309,704839,53,"female",94200,686
5381093,40271,43,"male",63000,594
4435352,40271,35,"female",57100,692
573688,154267,36,"male",77900,648
7955842,802982,51,"female",52200,585
2221670,802982,49,"male",151000,681
1903444,329335,38,"female",60400,581
2220498,383821,54,"male",78800,818
9196559,383821,49,"female",118200,471
8102115,969631,28,"male",59000,632
9452769,175015,37,"male",56100,630
2974173,106479,52,"male",51200,758
1317659,106479,48,"male",32300,564
3182641,106479,66,"male",20200,836
7667703,910945,54,"male",63400,858
8320114,910945,48,"female",62800,737
8233216,477881,39,"male",56300,631
4431423,672782,29,"female",70200,361
2399936,445196,47,"male",45100,716
4773127,445196,46,"female",53900,703
2865120,768786,40,"female",91100,852
3203676,768786,37,"male",74800,823
6866819,324310,26,"male",59100,862
331040,954428,37,"male",96600,786
7054055,862687,43,"male",97800,654
310312,115029,46,"male",48300,809
9703024,115029,40,"female",61800,463
962061,479912,60,"male",165500,844
5608034,449819,49,"male",64500,868
2695328,449819,41,"female",46200,860
6518584,856012,32,"male",75000,768
6396371,628813,50,"male",54600,504
3645201,628813,43,"female",52100,486
330622,460921,48,"male",56800,837
9002243,460921,45,"female",61500,689
6710449,76465,49,"male",42300,733
5248994,76465,40,"female",74700,761
8219302,141718,58,"male",70600,807
517556,141718,48,"female",94900,701
4496328,742853,48,"male",77000,594
731293,538082,46,"female",66200,468
5934068,824207,35,"male",97500,769
3626672,824207,32,"female",85400,578
3629865,940657,30,"male",60300,669
9497493,594814,40,"male",125900,754
9978593,978806,34,"male",58000,611
3377480,183367,40,"male",54000,692
215267,183367,33,"male",36000,797
4203843,721870,39,"female",48300,714
7756873,721870,37,"female",35000,714
703169,430314,35,"male",57500,650
7989578,124268,35,"male",60100,825
3637224,863617,56,"male",47100,862
3650663,863617,53,"female",173000,680
7796648,981378,35,"male",75500,809
866043,321636,44,"male",59300,819
6275681,321636,43,"female",37200,549
5350764,321636,57,"female",22500,574
6511638,219008,32,"female",85700,622
6440129,851182,58,"female",84000,653
1703058,852622,27,"female",57500,533
9616222,249398,43,"male",43100,590
6060058,249398,41,"male",44500,603
1960454,851543,59,"male",97900,633
5127156,851543,58,"female",121000,741
9683502,70839,29,"male",53700,686
9433819,179671,35,"female",67800,533
688150,205193,52,"female",59200,785
4456857,205193,45,"female",44100,673
9710918,218983,62,"male",88700,571
7906655,200567,40,"female",60100,415
8769291,193423,50,"male",47300,630
4206035,193423,46,"female",126800,776
6071464,209789,31,"male",76300,589
3783760,147121,50,"male",55200,686
5779931,671425,53,"male",98800,686
5918871,42577,37,"male",75000,578
7439661,75876,36,"female",83400,666
3429989,193445,38,"male",73500,774
3273743,254622,41,"male",56800,660
2285528,994984,49,"male",56100,864
1356414,479877,38,"female",85400,458
8867962,91794,44,"male",94700,807
3262481,91794,41,"female",73600,861
1195375,302931,54,"female",103100,770
7439793,251544,47,"female",57100,707
4264740,659149,32,"male",50800,660
5617694,366662,30,"male",72400,523
5597880,568570,52,"male",89000,876
4827779,863382,42,"female",90000,658
5078731,240747,49,"male",57000,604
6561579,934002,31,"male",81900,674
7966214,806070,56,"male",98700,865
9301080,143658,43,"male",160000,675
8136283,777644,38,"male",57200,475
4484239,617429,61,"male",85500,818
6123685,617429,56,"female",65700,698
1914345,791836,27,"female",69100,650
758419,668149,30,"male",121700,712
2998381,829035,46,"male",46700,737
64220,829035,40,"female",131300,636
5949023,471595,41,"male",72700,623
2656744,471595,37,"male",56300,795
4163224,563416,60,"female",48500,590
7350544,563416,52,"male",54000,759
8634934,667686,38,"female",53400,619
7973789,26797,31,"male",118400,685
7315008,938210,38,"male",53800,629
3484622,442605,43,"male",58500,580
7055834,829486,57,"female",68700,677
2699746,602808,38,"male",55900,528
8723642,602808,31,"female",46800,803
1996385,221193,58,"male",84500,842
5043650,221193,52,"female",30200,699
7356570,221193,71,"male",69900,737
5948071,619198,55,"male",77100,833
5199186,619198,49,"female",72200,698
1027720,362485,37,"female",40700,737
5588464,362485,31,"male",45700,659
5055765,814934,46,"female",49700,731
2189366,814934,43,"male",44000,806
3763235,82327,36,"male",70000,649
2795804,667210,42,"male",50600,831
3351889,519493,42,"male",69200,738
3240887,685211,55,"male",59100,843
9105918,685211,50,"female",54200,690
132942,282035,52,"male",51600,727
7284828,890374,54,"male",41400,651
3020515,890374,53,"female",131700,586
3626567,692210,27,"male",54500,751
3492712,75259,48,"male",91400,814
482873,819736,42,"female",69000,759
8209337,953748,37,"male",51000,678
3608483,624082,49,"male",95400,736
829379,475214,46,"male",64200,746
4326754,475214,42,"female",45900,662
3758854,305066,51,"male",93700,686
4632767,305066,44,"female",107300,636
6398675,799179,63,"male",88600,627
5533757,282600,46,"male",63300,742
2924855,202108,54,"male",61200,611
129056,570192,33,"male",111700,660
9111711,377034,58,"male",96500,694
9808027,968763,51,"male",69800,759
6525904,968763,42,"female",48900,690
3552657,80945,36,"male",74900,702
8448186,285195,47,"male",50300,877
4033749,285195,42,"female",109600,755
2194189,345526,45,"male",45200,887
5783987,345526,43,"female",36100,719
4497387,837924,41,"male",68400,546
9385067,837924,34,"female",46200,631
2414738,24752,44,"male",68300,502
717742,612293,37,"male",123800,754
8312590,417818,40,"female",65900,676
473984,417818,39,"male",45200,512
9340122,559181,44,"male",44200,698
653252,559181,37,"female",31400,585
1725550,559181,55,"male",31200,668
1778467,857540,36,"male",63000,660
7255091,89227,32,"male",140200,823
6820674,854631,30,"female",78000,750
7775763,589765,53,"female",47700,634
69376,589765,50,"female",64700,579
5307037,193151,59,"male",83400,813
4105880,193151,51,"female",76800,533
3652122,840251,30,"male",75800,568
1370796,976650,44,"female",60900,573
848378,81216,51,"male",76700,665
3791096,516134,41,"female",43700,537
5265733,516134,32,"male",33700,867
6698597,516134,56,"male",31700,772
5423327,144170,34,"female",72800,517
4938412,135387,59,"male",71400,850
784614,135387,53,"female",119900,699
3765735,872158,30,"male",70300,672
3533766,690146,33,"male",97500,687
8472344,841610,47,"male",56200,539
2473281,649146,47,"male",76200,669
3913298,66725,42,"male",72600,704
5635302,118623,46,"male",49100,821
2712505,118623,38,"female",54800,413
9429318,496114,43,"male",54300,775
2074762,496114,35,"female",46400,747
2551502,531872,32,"male",70900,589
8629575,583830,43,"male",65500,734
1794842,583830,39,"female",74500,656
8593380,741241,30,"male",70000,871
9072842,741415,41,"male",180900,887
5041963,475797,49,"female",65200,694
9559228,475797,47,"male",45800,804
5070912,475797,60,"male",53200,837
291347,135621,45,"male",50600,683
875969,555091,42,"male",53000,604
5284775,301112,46,"male",89800,668
7174042,258391,32,"male",94000,652
