"mg_acc","FSA","origin_date","property_type","purchase_price","amort_period","loan_size","interest_rate","TDS","default","Sample"
476349,"V1X",2013-10-30,"apartment",378000,"25 years",287280,1.56,0.193604342443479,0,"Estimation"
283547,"V1X",2017-03-20,"detached",665000,"25 years",532000,2.09,0.179228343460267,1,"Validation"
36802,"V1X",2011-10-02,"detached",638000,"25 years",510400,2.62,0.361336218770182,1,"Validation"
343549,"V1X",2017-11-03,"apartment",413000,"25 years",330400,1.59,0.355010963613154,1,"Estimation"
874083,"V1X",2014-11-27,"semi-detached/row/town-houses",662000,"25 years",529600,2.04,0.279238212577659,1,"Estimation"
801893,"V1X",2016-02-12,"detached",714000,"25 years",571200,1.96,0.218291940097801,0,"Estimation"
102810,"V1X",2017-01-05,"apartment",351000,"30 years",280800,1.57,0.240364587976328,0,"Estimation"
714093,"V1X",2016-11-10,"semi-detached/row/town-houses",443000,"20 years",341110,2.02,0.163762028392259,0,"Estimation"
741307,"V1X",2011-10-24,"detached",798000,"25 years",638400,1.76,0.2276696248737,NA,"Holdout"
827312,"V1X",2016-11-30,"apartment",324000,"25 years",239760,2.11,0.260003425998497,0,"Estimation"
861345,"V1X",2015-04-25,"apartment",435000,"25 years",330600,1.77,0.336872798958872,NA,"Holdout"
592129,"V1X",2017-12-23,"apartment",352000,"25 years",278080,1.81,0.193126114907993,0,"Estimation"
546763,"V1X",2016-06-13,"semi-detached/row/town-houses",628000,"25 years",483560,2.28,0.41307673011366,0,"Estimation"
373915,"V1X",2017-10-27,"apartment",486000,"25 years",383940,1.34,0.29792832405848,NA,"Holdout"
153285,"V1X",2012-06-07,"semi-detached/row/town-houses",591000,"25 years",460980,3.38,0.335031601073503,1,"Estimation"
417456,"V1X",2016-04-21,"semi-detached/row/town-houses",527000,"25 years",405790,1.85,0.243174640789354,0,"Estimation"
435928,"V1X",2016-12-27,"semi-detached/row/town-houses",716000,"25 years",551320,1.38,0.302807546867129,1,"Estimation"
728468,"V1X",2013-06-22,"apartment",457000,"25 years",356460,1.27,0.19524734309589,1,"Validation"
988247,"V1X",2013-10-01,"apartment",355000,"25 years",241400,2.88,0.220869477219252,NA,"Holdout"
84003,"V1X",2013-11-20,"apartment",341000,"25 years",272800,2.47,0.274147258911391,0,"Estimation"
548804,"V1X",2016-04-01,"apartment",369000,"25 years",295200,1.92,0.270739828092526,1,"Estimation"
435330,"V1X",2018-04-02,"apartment",422000,"25 years",337600,2.47,0.264565258961285,NA,"Holdout"
818977,"V1Y",2014-10-06,"apartment",482000,"30 years",380780,2.39,0.310715856516942,0,"Validation"
727232,"V1Y",2018-01-10,"apartment",465000,"30 years",372000,2.34,0.37711374298273,1,"Estimation"
277448,"V1Y",2011-04-11,"semi-detached/row/town-houses",468000,"25 years",365040,2.34,0.282577547252751,NA,"Holdout"
54910,"V1Y",2014-07-12,"apartment",488000,"20 years",385520,2.08,0.265164865779114,NA,"Holdout"
985507,"V1Y",2018-10-14,"detached",733000,"25 years",586400,2.19,0.214806668993867,NA,"Holdout"
915304,"V1Y",2017-04-09,"semi-detached/row/town-houses",695000,"25 years",556000,2.11,0.338377523726571,0,"Estimation"
689696,"V1Y",2017-10-20,"apartment",431000,"25 years",336180,2.15,0.197994373288237,0,"Estimation"
661267,"V1Y",2017-08-13,"detached",818000,"25 years",646220,2.2,0.330061744416589,1,"Estimation"
233265,"V1Y",2016-06-05,"apartment",418000,"30 years",330220,2.3,0.301852381218768,1,"Estimation"
164457,"V1Y",2015-11-20,"semi-detached/row/town-houses",642000,"25 years",513600,1.41,0.299098852101844,NA,"Holdout"
542906,"V1Y",2016-09-23,"apartment",450000,"25 years",351000,2.02,0.330110857225257,0,"Validation"
275719,"V1Y",2013-08-27,"semi-detached/row/town-houses",440000,"25 years",352000,2.24,0.31496856136498,NA,"Holdout"
13513,"V1Y",2011-11-28,"apartment",430000,"25 years",344000,2.77,0.222860337666628,0,"Estimation"
338323,"V1Y",2012-04-27,"apartment",375000,"25 years",296250,1.6,0.209084857101269,0,"Estimation"
755077,"V1Y",2014-12-12,"apartment",348000,"25 years",278400,1.64,0.230067439144287,0,"Estimation"
794435,"V1Y",2016-10-20,"detached",7e+05,"25 years",539000,2.28,0.324405852145081,0,"Estimation"
36353,"V1Y",2015-01-01,"apartment",478000,"25 years",382400,1.91,0.102834740936886,NA,"Holdout"
942006,"V1Y",2013-11-10,"apartment",370000,"30 years",273800,2.02,0.182617151785971,0,"Validation"
627829,"V1Y",2016-03-29,"detached",1044000,"20 years",835200,1.58,0.44161874629999,1,"Estimation"
845294,"V1Y",2017-11-16,"detached",690000,"25 years",531300,1.99,0.332885585147413,0,"Validation"
220619,"V1Y",2011-02-22,"semi-detached/row/town-houses",666000,"30 years",532800,2.03,0.307812767844905,0,"Estimation"
479312,"V1Y",2017-09-11,"semi-detached/row/town-houses",524000,"25 years",398240,2.11,0.193310719339375,0,"Estimation"
671345,"V1Y",2016-12-21,"apartment",340000,"30 years",265200,1.33,0.16835375748447,0,"Estimation"
73574,"V1Y",2014-05-07,"detached",682000,"25 years",531960,1.65,0.190546781241528,0,"Validation"
898338,"V1Y",2013-07-25,"apartment",490000,"30 years",377300,2.42,0.425527966695072,NA,"Holdout"
406790,"V1Y",2017-01-09,"semi-detached/row/town-houses",650000,"25 years",520000,1.92,0.209086937653043,1,"Validation"
660468,"V1Y",2015-04-30,"detached",840000,"25 years",621600,1.83,0.291168857671223,NA,"Holdout"
47422,"V1Y",2018-05-12,"detached",970000,"25 years",717800,1.51,0.238388115517536,0,"Estimation"
238160,"V1Y",2011-03-27,"detached",588000,"25 years",470400,1.94,0.205956978343316,0,"Estimation"
404484,"V1Y",2017-03-02,"semi-detached/row/town-houses",617000,"25 years",481260,2.88,0.266341410535216,0,"Validation"
202356,"V1Y",2016-04-09,"apartment",372000,"25 years",297600,2.19,0.229385078852051,NA,"Holdout"
148454,"V1Y",2017-03-04,"apartment",407000,"25 years",325600,1.49,0.185434898814651,0,"Estimation"
213318,"V1Y",2015-12-10,"apartment",299000,"30 years",233220,2.76,0.179744386634439,1,"Estimation"
838985,"V1Y",2018-05-23,"apartment",368000,"25 years",279680,2.28,0.326802795757334,NA,"Holdout"
661733,"V1Y",2016-04-17,"apartment",346000,"25 years",249120,2.13,0.233106924082427,NA,"Holdout"
579813,"V1Y",2017-12-28,"apartment",450000,"30 years",351000,1.4,0.243591449023368,NA,"Holdout"
960314,"V1Y",2016-11-09,"apartment",301000,"30 years",240800,2.43,0.206296827841534,0,"Estimation"
305540,"V1Y",2017-06-25,"apartment",406000,"30 years",320740,1.46,0.215602464373599,NA,"Holdout"
65807,"V1Y",2017-02-08,"apartment",483000,"25 years",386400,1.93,0.357529570315913,1,"Estimation"
926009,"V1Y",2016-02-13,"detached",787000,"25 years",629600,2.25,0.307235046068653,NA,"Holdout"
720192,"V1Y",2018-05-23,"apartment",407000,"30 years",321530,2.04,0.284200675185722,NA,"Holdout"
115010,"V1Y",2016-04-28,"apartment",315000,"25 years",248850,1.62,0.140967533885938,0,"Validation"
15020,"V1Y",2018-08-04,"semi-detached/row/town-houses",433000,"25 years",346400,2.03,0.245406990512374,1,"Validation"
69535,"V1Y",2012-05-08,"apartment",370000,"25 years",284900,2.38,0.235685733697956,1,"Validation"
944973,"V1Y",2018-01-08,"semi-detached/row/town-houses",558000,"25 years",435240,1.37,0.236403137676979,NA,"Holdout"
494747,"V1Y",2014-02-06,"semi-detached/row/town-houses",460000,"25 years",358800,1.84,0.184498874598208,0,"Validation"
958464,"V1Y",2016-08-23,"detached",685000,"25 years",548000,2.39,0.413660266562917,0,"Estimation"
162751,"V1Y",2012-06-29,"semi-detached/row/town-houses",607000,"25 years",461320,2.01,0.33764880615398,1,"Estimation"
796019,"V1Y",2017-07-14,"apartment",472000,"30 years",363440,2.42,0.394175218894994,0,"Estimation"
205193,"V1Y",2016-06-03,"apartment",331000,"25 years",254870,1.62,0.193573144746362,NA,"Holdout"
384261,"V1Y",2018-05-16,"apartment",377000,"30 years",297830,1.98,0.253287154166765,NA,"Holdout"
389749,"V1Y",2016-12-03,"semi-detached/row/town-houses",472000,"25 years",377600,2.1,0.248975410607822,0,"Validation"
217739,"V1Y",2016-03-03,"apartment",329000,"25 years",263200,2.32,0.185468260371796,NA,"Holdout"
474526,"V1Y",2014-09-02,"apartment",374000,"25 years",295460,2.06,0.290276798386749,0,"Estimation"
894270,"V1Y",2018-05-21,"semi-detached/row/town-houses",451000,"25 years",360800,1.87,0.30528127585229,0,"Estimation"
921589,"V1Y",2013-02-20,"apartment",370000,"25 years",296000,2.04,0.341240277376685,0,"Estimation"
816742,"V1Y",2017-10-21,"apartment",467000,"30 years",368930,1.56,0.235262221941836,NA,"Holdout"
684551,"V1Y",2013-02-03,"semi-detached/row/town-houses",557000,"25 years",406610,2.73,0.286401623303796,NA,"Holdout"
179875,"V1Y",2016-01-02,"apartment",392000,"25 years",309680,1.95,0.250200558540423,NA,"Holdout"
891178,"V1Y",2017-04-30,"semi-detached/row/town-houses",608000,"25 years",486400,2.23,0.269869271838048,NA,"Holdout"
124395,"V1Y",2011-07-06,"semi-detached/row/town-houses",530000,"25 years",424000,2.34,0.23326131775066,NA,"Holdout"
377875,"V1Y",2014-02-16,"detached",836000,"20 years",668800,1.96,0.368657733039642,NA,"Holdout"
486967,"V1Y",2018-01-07,"apartment",343000,"30 years",257250,2.16,0.251036596456451,0,"Estimation"
185459,"V1Y",2017-04-27,"semi-detached/row/town-houses",717000,"25 years",573600,2.1,0.373493068319322,0,"Estimation"
51856,"V1Y",2016-06-29,"apartment",425000,"25 years",331500,1.93,0.181308880744205,0,"Estimation"
489633,"V1Y",2015-08-28,"detached",1001000,"25 years",790790,1.44,0.25359979195001,0,"Estimation"
110187,"V1Y",2017-02-18,"detached",826000,"25 years",660800,1.97,0.229665840310572,0,"Validation"
935497,"V1Y",2011-11-23,"apartment",416000,"25 years",328640,2.1,0.339359876643198,0,"Validation"
103829,"V1Y",2017-07-06,"apartment",346000,"25 years",273340,2.28,0.188008378051428,0,"Estimation"
723526,"V1Y",2011-02-17,"apartment",303000,"25 years",242400,2.41,0.325981868577114,NA,"Holdout"
672688,"V1Y",2015-04-09,"detached",1059000,"25 years",847200,1.76,0.306470025857138,NA,"Holdout"
137463,"V1Y",2018-06-02,"apartment",406000,"25 years",324800,1.91,0.171164931671934,0,"Validation"
136668,"V1Y",2013-04-06,"apartment",328000,"25 years",262400,1.35,0.259722811814206,0,"Estimation"
444540,"V1Y",2014-03-26,"semi-detached/row/town-houses",423000,"25 years",338400,2.19,0.184890937190024,0,"Estimation"
173569,"V1Z",2015-11-08,"semi-detached/row/town-houses",519000,"25 years",415200,2.41,0.315354336872013,NA,"Holdout"
919436,"V1Z",2018-12-21,"detached",951000,"25 years",760800,1.75,0.244964923238463,0,"Estimation"
634256,"V1Z",2017-01-01,"apartment",416000,"25 years",332800,2.49,0.393519468826858,NA,"Holdout"
276221,"V1Z",2017-12-24,"semi-detached/row/town-houses",603000,"25 years",482400,1.24,0.255190060410884,0,"Estimation"
519493,"V1Z",2017-08-06,"detached",1014000,"25 years",811200,1.34,0.360542324145605,NA,"Holdout"
589946,"V1Z",2012-01-24,"semi-detached/row/town-houses",661000,"25 years",522190,2.04,0.332718913838971,0,"Estimation"
177809,"V1Z",2014-05-01,"detached",897000,"30 years",717600,1.37,0.26649539177323,NA,"Holdout"
699676,"V1Z",2017-04-27,"semi-detached/row/town-houses",471000,"30 years",376800,2.29,0.392623409083413,NA,"Holdout"
954347,"V1Z",2016-01-12,"semi-detached/row/town-houses",550000,"30 years",440000,1.91,0.302841026286425,NA,"Holdout"
211677,"V1Z",2012-01-06,"detached",690000,"30 years",552000,2.12,0.190768494827902,0,"Validation"
809155,"V1Z",2013-08-07,"detached",620000,"25 years",477400,2.43,0.442890892237186,NA,"Holdout"
35394,"V1Z",2018-09-22,"detached",979000,"25 years",783200,2.08,0.29620720491374,0,"Estimation"
947427,"V1Z",2018-10-29,"semi-detached/row/town-houses",477000,"25 years",381600,2.46,0.273705053336019,0,"Estimation"
400705,"V1Z",2017-12-01,"semi-detached/row/town-houses",677000,"25 years",541600,2.1,0.335332060999134,0,"Estimation"
605396,"V1Z",2017-08-26,"detached",776000,"25 years",620800,1.77,0.356572718209914,0,"Estimation"
567566,"V1Z",2011-08-05,"detached",791000,"25 years",624890,2.33,0.35574364395532,NA,"Holdout"
327616,"V1Z",2016-02-04,"detached",956000,"30 years",755240,1.37,0.356381625294107,NA,"Holdout"
963009,"V1Z",2013-03-11,"semi-detached/row/town-houses",477000,"25 years",381600,2.53,0.348213148108513,0,"Validation"
657632,"V1Z",2017-11-24,"detached",689000,"30 years",551200,2.12,0.227250188819451,NA,"Holdout"
710731,"V1Z",2016-11-27,"detached",661000,"25 years",515580,1.58,0.199470600402599,0,"Estimation"
507823,"V1Z",2014-11-05,"semi-detached/row/town-houses",643000,"30 years",514400,1.41,0.226681104202111,1,"Estimation"
456830,"V1Z",2013-12-05,"apartment",397000,"25 years",301720,2.4,0.280826456680279,0,"Estimation"
475584,"V2A",2016-11-19,"apartment",308000,"30 years",243320,2.71,0.210565337184851,0,"Estimation"
682990,"V2A",2012-01-11,"apartment",368000,"25 years",294400,2.2,0.309620068439299,NA,"Holdout"
103528,"V2A",2012-05-28,"apartment",295000,"25 years",236000,1.89,0.229921133549154,0,"Validation"
322254,"V2A",2017-02-06,"semi-detached/row/town-houses",443000,"25 years",354400,1.49,0.0853982467875495,0,"Validation"
958889,"V2A",2018-09-11,"apartment",376000,"30 years",293280,1.68,0.206509319817569,0,"Estimation"
771926,"V2A",2012-08-07,"detached",632000,"20 years",442400,2.5,0.195651056624268,NA,"Holdout"
158381,"V2A",2016-11-01,"apartment",452000,"30 years",343520,2.68,0.330403114245918,1,"Estimation"
630057,"V2A",2016-06-11,"detached",737000,"25 years",545380,1.96,0.218580639743802,0,"Validation"
206685,"V2A",2015-01-30,"apartment",403000,"30 years",318370,2.34,0.321008776751744,NA,"Holdout"
448022,"V2A",2016-07-07,"apartment",386000,"30 years",304940,3.25,0.325835075994969,0,"Validation"
357940,"V2A",2011-02-24,"apartment",330000,"25 years",264000,2.48,0.267206580995406,1,"Estimation"
997822,"V2A",2015-07-01,"apartment",457000,"25 years",365600,1.94,0.445379168528264,NA,"Holdout"
671149,"V2A",2017-11-16,"detached",643000,"25 years",514400,2.07,0.254513094029109,NA,"Holdout"
927136,"V2A",2013-07-17,"semi-detached/row/town-houses",427000,"25 years",341600,2.38,0.209787977410138,0,"Estimation"
568617,"V2A",2014-05-07,"apartment",285000,"25 years",225150,1.41,0.261117855813943,NA,"Holdout"
353994,"V2A",2014-08-20,"apartment",4e+05,"25 years",320000,2.47,0.39349771930222,0,"Validation"
723408,"V2A",2018-05-03,"apartment",443000,"25 years",354400,1.88,0.26103978320698,NA,"Holdout"
944054,"V2A",2016-08-19,"detached",698000,"25 years",558400,1.92,0.299856485725271,0,"Validation"
427325,"V2A",2012-08-07,"semi-detached/row/town-houses",323000,"30 years",258400,2.43,0.178084572540384,0,"Estimation"
880839,"V2A",2011-11-09,"semi-detached/row/town-houses",389000,"25 years",311200,1.93,0.180943441701847,0,"Validation"
972739,"V2A",2014-07-02,"apartment",357000,"25 years",282030,2.68,0.259572302766805,0,"Estimation"
339675,"V2A",2017-06-05,"detached",557000,"25 years",445600,2.15,0.179170994205701,0,"Estimation"
739105,"V2A",2018-08-31,"semi-detached/row/town-houses",276000,"25 years",220800,2.32,0.150743394448793,0,"Estimation"
822827,"V2A",2018-05-17,"detached",699000,"25 years",559200,1.29,0.16762843319705,1,"Estimation"
843327,"V2A",2011-06-21,"detached",486000,"25 years",388800,1.67,0.150656442604123,0,"Estimation"
270121,"V2A",2011-02-15,"apartment",397000,"30 years",313630,1.83,0.250871204689407,0,"Validation"
625166,"V2A",2013-09-25,"semi-detached/row/town-houses",331000,"25 years",264800,2.32,0.241145587414843,0,"Estimation"
989391,"V2A",2017-12-05,"apartment",286000,"25 years",228800,1.49,0.282019074808861,0,"Validation"
954315,"V2A",2015-07-13,"apartment",299000,"25 years",239200,1.5,0.282525306235174,0,"Estimation"
432099,"V2A",2017-02-19,"apartment",305000,"25 years",210450,1.78,0.143692918496666,0,"Validation"
418654,"V2A",2014-08-10,"apartment",389000,"30 years",303420,3.24,0.258483032391946,0,"Estimation"
266563,"V2A",2013-05-21,"apartment",379000,"25 years",288040,2.6,0.32592511199689,0,"Validation"
470034,"V2A",2015-12-10,"apartment",311000,"25 years",248800,2.88,0.156072099713253,NA,"Holdout"
44315,"V2A",2016-11-23,"apartment",381000,"25 years",304800,2.24,0.364765643136689,NA,"Holdout"
236697,"V2A",2017-04-28,"apartment",422000,"30 years",337600,2.15,0.254696501440353,1,"Estimation"
209785,"V2A",2016-05-30,"apartment",404000,"25 years",323200,1.89,0.225119785776973,0,"Estimation"
774603,"V2A",2016-06-26,"apartment",416000,"30 years",332800,2.23,0.286578965712782,0,"Validation"
978542,"V2A",2018-10-31,"detached",704000,"30 years",563200,2.09,0.298130514234496,NA,"Holdout"
161164,"V2A",2016-09-01,"semi-detached/row/town-houses",290000,"25 years",232000,1.95,0.127058982955098,0,"Estimation"
751604,"V2A",2014-07-21,"apartment",428000,"25 years",342400,2.23,0.274804550811591,0,"Estimation"
152405,"V2A",2017-02-01,"apartment",450000,"25 years",360000,1.61,0.342206810812394,1,"Validation"
742962,"V2A",2018-02-22,"apartment",456000,"30 years",364800,2.06,0.355490847287069,0,"Estimation"
393984,"V2A",2013-09-15,"apartment",408000,"30 years",322320,2.33,0.281663775603531,0,"Estimation"
166053,"V2A",2017-07-15,"apartment",398000,"30 years",314420,2.34,0.275041263583288,1,"Estimation"
586506,"V2A",2016-12-13,"semi-detached/row/town-houses",442000,"30 years",353600,2.66,0.294090697595774,1,"Estimation"
565511,"V2A",2018-08-13,"detached",693000,"20 years",547470,1.63,0.27023490372761,NA,"Holdout"
879936,"V2A",2014-05-28,"apartment",437000,"25 years",349600,1.41,0.1456622433043,0,"Estimation"
701280,"V2A",2018-01-03,"semi-detached/row/town-houses",297000,"25 years",231660,1.73,0.132555890283086,NA,"Holdout"
121977,"V2A",2018-10-11,"apartment",401000,"25 years",312780,1.63,0.289747914082091,0,"Estimation"
728302,"V2A",2018-09-25,"semi-detached/row/town-houses",3e+05,"25 years",240000,1.74,0.103507763642502,0,"Estimation"
587574,"V2A",2018-01-28,"apartment",378000,"25 years",294840,1.7,0.156362826646011,1,"Estimation"
135764,"V2A",2014-03-13,"apartment",392000,"25 years",313600,2.64,0.31710728972032,0,"Validation"
788411,"V2A",2018-04-13,"semi-detached/row/town-houses",314000,"25 years",251200,1.24,0.173108151662125,0,"Estimation"
144968,"V2A",2018-08-03,"detached",742000,"20 years",511980,1.61,0.202686235019699,0,"Estimation"
540158,"V2A",2013-10-27,"apartment",422000,"25 years",337600,2.72,0.365970367536479,0,"Validation"
777673,"V2A",2016-02-22,"apartment",347000,"25 years",277600,2.7,0.286757096841782,0,"Validation"
564832,"V2A",2011-05-19,"detached",467000,"25 years",368930,1.64,0.137272665179834,0,"Estimation"
7406,"V2A",2011-09-20,"semi-detached/row/town-houses",393000,"25 years",314400,1.52,0.171159654515774,1,"Validation"
633125,"V2A",2017-07-23,"apartment",301000,"25 years",231770,1.28,0.208350004252162,0,"Estimation"
114621,"V2A",2018-07-16,"detached",707000,"25 years",565600,2.2,0.23115672964266,0,"Estimation"
370455,"V2A",2018-06-18,"apartment",280000,"30 years",224000,1.91,0.215524598033057,0,"Estimation"
422838,"V2A",2014-12-06,"apartment",318000,"25 years",254400,2.29,0.148990410763951,0,"Estimation"
196901,"V2A",2013-09-05,"apartment",378000,"25 years",298620,2.18,0.150975728800211,0,"Estimation"
120733,"V2A",2015-09-06,"semi-detached/row/town-houses",324000,"25 years",252720,2.31,0.282743306560822,NA,"Holdout"
166465,"V2A",2013-09-05,"apartment",376000,"25 years",278240,1.25,0.237309658663294,0,"Validation"
343111,"V2A",2018-07-06,"semi-detached/row/town-houses",328000,"25 years",259120,1.96,0.107142319496956,0,"Estimation"
94238,"V2A",2015-03-15,"apartment",391000,"25 years",277610,3.16,0.25892357907972,0,"Estimation"
221585,"V2A",2018-10-10,"detached",675000,"25 years",540000,2.12,0.229270613030088,0,"Validation"
917200,"V2B",2017-10-27,"apartment",365000,"25 years",284700,2.69,0.251998689670509,0,"Estimation"
106353,"V2B",2016-02-28,"apartment",336000,"30 years",265440,2.17,0.177194500211361,0,"Estimation"
805802,"V2B",2016-11-30,"apartment",354000,"30 years",279660,2.07,0.25742620024572,NA,"Holdout"
280534,"V2B",2018-02-11,"apartment",290000,"25 years",226200,1.48,0.125987931756881,NA,"Holdout"
388529,"V2B",2015-06-10,"apartment",233000,"30 years",186400,2.58,0.191812814205085,1,"Estimation"
86102,"V2B",2018-06-07,"semi-detached/row/town-houses",423000,"25 years",325710,1.58,0.351386398622894,0,"Validation"
168729,"V2B",2017-09-12,"detached",620000,"25 years",496000,2.5,0.200546700485531,0,"Validation"
364011,"V2B",2018-02-26,"semi-detached/row/town-houses",344000,"25 years",275200,2.21,0.187821216808431,NA,"Holdout"
303432,"V2B",2018-04-13,"apartment",237000,"25 years",184860,1.62,0.184732616928359,0,"Estimation"
305551,"V2B",2017-07-05,"apartment",284000,"25 years",218680,1.78,0.223526286009099,0,"Validation"
844424,"V2B",2014-01-11,"apartment",310000,"25 years",248000,2.27,0.238543414881051,NA,"Holdout"
212597,"V2B",2018-07-05,"semi-detached/row/town-houses",389000,"20 years",311200,2.26,0.230534826229697,0,"Estimation"
222353,"V2B",2016-11-16,"apartment",321000,"30 years",256800,2.28,0.188062095471471,0,"Validation"
402856,"V2B",2013-05-11,"apartment",346000,"25 years",266420,1.83,0.308907684296061,0,"Estimation"
540991,"V2B",2014-06-06,"semi-detached/row/town-houses",267000,"25 years",213600,1.84,0.124075825894066,0,"Estimation"
684930,"V2B",2017-03-20,"semi-detached/row/town-houses",361000,"30 years",288800,2.06,0.237867134513888,0,"Validation"
951418,"V2B",2015-03-14,"semi-detached/row/town-houses",393000,"25 years",310470,1.6,0.217899439119408,0,"Estimation"
89195,"V2B",2016-05-08,"semi-detached/row/town-houses",361000,"30 years",285190,2.06,0.143277901967372,0,"Estimation"
429065,"V2B",2018-03-29,"semi-detached/row/town-houses",372000,"25 years",279000,2.59,0.334705439427347,NA,"Holdout"
917299,"V2B",2014-04-30,"detached",557000,"25 years",445600,1.54,0.256917496512936,0,"Estimation"
996032,"V2B",2018-02-21,"detached",402000,"25 years",321600,1.82,0.14269321807811,0,"Estimation"
353835,"V2B",2013-02-01,"detached",591000,"25 years",472800,2.41,0.16347008606485,1,"Validation"
519063,"V2B",2016-03-15,"semi-detached/row/town-houses",410000,"25 years",323900,2.26,0.213654607580107,0,"Estimation"
798516,"V2B",2018-06-15,"semi-detached/row/town-houses",435000,"25 years",348000,1.37,0.401237226932813,0,"Validation"
462408,"V2B",2018-10-23,"semi-detached/row/town-houses",404000,"25 years",323200,1.57,0.174359797151791,NA,"Holdout"
909671,"V2B",2017-07-23,"apartment",263000,"25 years",210400,2.53,0.131733789621564,NA,"Holdout"
567672,"V2B",2018-08-15,"semi-detached/row/town-houses",294000,"30 years",232260,1.95,0.181474071390474,1,"Validation"
105145,"V2B",2018-10-05,"detached",553000,"25 years",442400,1.79,0.250039887437198,0,"Estimation"
520224,"V2B",2018-03-07,"apartment",240000,"30 years",192000,1.91,0.147205262365032,0,"Validation"
152193,"V2B",2017-08-17,"apartment",256000,"30 years",204800,2.46,0.185482267863149,0,"Validation"
738461,"V2B",2014-10-16,"apartment",229000,"25 years",183200,2.79,0.106777353037384,0,"Estimation"
6832,"V2B",2016-11-07,"semi-detached/row/town-houses",345000,"25 years",276000,2.22,0.30486303673729,0,"Estimation"
962503,"V2B",2016-08-27,"semi-detached/row/town-houses",256000,"30 years",202240,1.67,0.101148833290598,NA,"Holdout"
64314,"V2B",2018-03-17,"apartment",239000,"25 years",184030,2.65,0.173288580833935,0,"Estimation"
879292,"V2B",2016-03-06,"detached",430000,"30 years",335400,2.07,0.305464024978508,1,"Validation"
430289,"V2B",2016-12-17,"semi-detached/row/town-houses",427000,"25 years",337330,2.27,0.202213547653176,1,"Estimation"
541944,"V2B",2017-08-07,"detached",527000,"30 years",395250,2.19,0.256659549772728,0,"Estimation"
476278,"V2B",2016-08-10,"detached",371000,"25 years",296800,2.13,0.299582752977572,1,"Validation"
372235,"V2B",2018-03-08,"semi-detached/row/town-houses",360000,"30 years",280800,1.22,0.285055992705187,1,"Validation"
983457,"V2B",2012-09-01,"apartment",236000,"25 years",188800,1.86,0.138749781244822,0,"Validation"
125569,"V2B",2018-01-26,"apartment",308000,"25 years",246400,1.95,0.21138248659648,0,"Estimation"
172888,"V2B",2015-04-06,"apartment",301000,"30 years",240800,1.35,0.175864926540155,0,"Estimation"
682921,"V2B",2017-01-24,"semi-detached/row/town-houses",432000,"25 years",345600,2.02,0.298570199183549,NA,"Holdout"
740481,"V2B",2018-08-31,"apartment",231000,"25 years",182490,2.37,0.229645236332807,0,"Estimation"
290965,"V2B",2015-04-03,"detached",421000,"25 years",336800,2.74,0.148893549916095,0,"Estimation"
363194,"V2B",2014-10-01,"semi-detached/row/town-houses",443000,"25 years",354400,2.57,0.212252117588914,0,"Validation"
517831,"V2B",2016-08-30,"apartment",297000,"30 years",234630,2.4,0.201730305646356,0,"Estimation"
919394,"V2B",2017-07-14,"apartment",287000,"25 years",220990,1.75,0.194494632491973,NA,"Holdout"
662475,"V2B",2012-12-06,"apartment",278000,"30 years",222400,1.94,0.153257760751318,0,"Estimation"
782600,"V2B",2016-08-20,"apartment",310000,"25 years",248000,2.3,0.262885129056877,0,"Estimation"
335028,"V2B",2016-09-27,"detached",637000,"20 years",477750,1.81,0.154788715683822,0,"Validation"
271915,"V2B",2014-10-13,"apartment",364000,"25 years",291200,2.55,0.264715197853321,NA,"Holdout"
910996,"V2B",2017-07-17,"apartment",311000,"25 years",248800,1.53,0.286136463296572,NA,"Holdout"
799970,"V2B",2018-02-21,"apartment",325000,"25 years",247000,1.87,0.130568533261421,0,"Validation"
804615,"V2B",2018-05-29,"detached",457000,"25 years",365600,2,0.117275483852675,NA,"Holdout"
706902,"V2B",2015-04-08,"apartment",263000,"30 years",210400,3.2,0.0662472804741944,0,"Estimation"
658318,"V2B",2013-10-14,"semi-detached/row/town-houses",378000,"25 years",291060,1.59,0.113828839381191,0,"Estimation"
542930,"V2B",2013-05-10,"semi-detached/row/town-houses",318000,"25 years",254400,2.37,0.229877500815005,0,"Validation"
375388,"V2B",2018-10-03,"apartment",286000,"30 years",223080,2.8,0.228113266558734,1,"Estimation"
692231,"V2B",2016-02-20,"apartment",337000,"25 years",269600,1.58,0.262817784029307,0,"Estimation"
479117,"V2B",2011-07-13,"semi-detached/row/town-houses",406000,"25 years",324800,2.36,0.253370104617315,0,"Estimation"
481715,"V2B",2016-06-03,"apartment",278000,"25 years",222400,2.14,0.177656907240134,0,"Estimation"
981431,"V2B",2012-01-02,"semi-detached/row/town-houses",434000,"25 years",342860,2.15,0.309581458457354,1,"Estimation"
562046,"V2B",2015-04-28,"apartment",368000,"25 years",290720,2.28,0.258307531450588,0,"Estimation"
302594,"V2B",2016-08-19,"apartment",366000,"30 years",292800,1.94,0.20967719067948,0,"Estimation"
930502,"V2C",2012-04-19,"semi-detached/row/town-houses",437000,"30 years",349600,2.19,0.212983841033842,NA,"Holdout"
770657,"V2C",2016-01-25,"semi-detached/row/town-houses",321000,"25 years",253590,1.63,0.177918055024214,0,"Validation"
938265,"V2C",2016-11-11,"detached",426000,"25 years",340800,1.92,0.148312479150759,0,"Estimation"
